Rep,Block1,1st_pair,2nd_pair,Env,Box,SRTu,SRTe,Leaflet,Leaf_2_Up_Tu,Leaf_2_Up_Te,Leaf_2_Down_Tu,Leaf_2_Down_Te,Leaf_3_Up_Tu,Leaf_3_Up_Te,Leaf_3_Down_Tu,Leaf_3_Down_Te,Leaf_4_Up_Tu,Leaf_4_Up_Te,Leaf_4_Down_Tu,Leaf_4_Down_Te,Leaf_5_Up_Tu,Leaf_5_Up_Te,Leaf_5_Down_Tu,Leaf_5_Down_Te,Observations
2,3,2.4,3.5,water,1,Tu1,Te4,3,0,0,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,"Huge web on the cap, all leaves dry …"
2,3,2.4,3.5,water,1,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Huge web on the cap, all leaves dry …"
2,3,2.4,3.5,water,1,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"Huge web on the cap, all leaves dry …"
2,3,2.4,3.5,water,2,Tu1,Te4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,same
2,3,2.4,3.5,water,2,Tu1,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,same
2,3,2.4,3.5,water,2,Tu1,Te4,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,same
2,3,2.4,3.5,water,2,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,same
2,3,2.4,3.5,water,2,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,same
2,3,2.4,3.5,water,3,Tu1,Te4,1,9,1,3,1,0,0,0,0,13,0,3,0,12,4,9,3,little leaflet of L4 was loose …
2,3,2.4,3.5,water,3,Tu1,Te4,2,25,15,5,5,10,0,3,0,3,1,0,0,2,3,3,10,little leaflet of L4 was loose …
2,3,2.4,3.5,water,3,Tu1,Te4,3,10,9,8,11,0,0,0,0,0,0,3,0,6,1,1,2,little leaflet of L4 was loose …
2,3,2.4,3.5,water,3,Tu1,Te4,4,16,30,14,17,NA,NA,NA,NA,NA,NA,NA,NA,8,4,6,7,little leaflet of L4 was loose …
2,3,2.4,3.5,water,3,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,5,3,10,little leaflet of L4 was loose …
2,3,2.4,3.5,water,4,Tu1,Te4,1,8,12,10,2,1,1,0,0,0,0,0,0,0,1,0,0,NA
2,3,2.4,3.5,water,4,Tu1,Te4,2,10,15,8,8,1,0,0,0,1,0,0,0,0,0,0,0,NA
2,3,2.4,3.5,water,4,Tu1,Te4,3,10,20,12,21,1,0,0,0,0,0,0,0,0,1,0,0,NA
2,3,2.4,3.5,water,4,Tu1,Te4,4,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
2,3,2.4,3.5,water,4,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
2,3,2.4,3.5,water,5,Tu1,Te4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves dry and overexp.
2,3,2.4,3.5,water,5,Tu1,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,All leaves dry and overexp.
2,3,2.4,3.5,water,5,Tu1,Te4,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,All leaves dry and overexp.
2,3,2.4,3.5,water,5,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves dry and overexp.
2,3,2.4,3.5,water,5,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,All leaves dry and overexp.
2,3,3.5,2.4,Cd,1,Tu1,Te5,1,0,15,2,9,0,1,3,8,4,18,1,11,0,3,0,0,NA
2,3,3.5,2.4,Cd,1,Tu1,Te5,2,2,20,0,8,1,18,4,32,6,8,6,17,1,4,0,0,NA
2,3,3.5,2.4,Cd,1,Tu1,Te5,3,0,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
2,3,3.5,2.4,Cd,1,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,5,NA
2,3,3.5,2.4,Cd,1,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,3,NA
2,3,3.5,2.4,Cd,2,Tu1,Te5,1,0,6,0,4,0,14,0,14,0,5,0,8,0,9,0,3,L4 …
2,3,3.5,2.4,Cd,2,Tu1,Te5,2,0,4,0,9,0,8,0,9,0,15,0,10,0,13,0,3,L4 …
2,3,3.5,2.4,Cd,2,Tu1,Te5,3,0,2,0,4,0,11,0,11,NA,NA,NA,NA,0,10,0,19,L4 …
2,3,3.5,2.4,Cd,2,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,8,L4 …
2,3,3.5,2.4,Cd,2,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,8,L4 …
2,3,3.5,2.4,Cd,3,Tu1,Te5,1,4,54,1,30,0,0,0,0,2,36,0,23,0,2,0,0,"L3, L4 and L5  wilted and dry (extremely)"
2,3,3.5,2.4,Cd,3,Tu1,Te5,2,0,15,1,11,0,0,0,0,0,6,0,12,0,1,0,0,"L3, L4 and L5  wilted and dry (extremely)"
2,3,3.5,2.4,Cd,3,Tu1,Te5,3,1,16,0,20,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,2,"L3, L4 and L5  wilted and dry (extremely)"
2,3,3.5,2.4,Cd,3,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,"L3, L4 and L5  wilted and dry (extremely)"
2,3,3.5,2.4,Cd,3,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,"L3, L4 and L5  wilted and dry (extremely)"
2,3,3.5,2.4,Cd,4,Tu1,Te5,1,0,0,0,0,0,14,0,6,0,6,0,1,0,5,0,9,NA
2,3,3.5,2.4,Cd,4,Tu1,Te5,2,0,1,0,0,0,8,0,10,0,12,0,5,1,1,0,4,NA
2,3,3.5,2.4,Cd,4,Tu1,Te5,3,0,0,0,1,NA,NA,NA,NA,0,8,0,6,0,5,0,1,NA
2,3,3.5,2.4,Cd,4,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,2,NA
2,3,3.5,2.4,Cd,4,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA
2,3,3.5,2.4,Cd,5,Tu1,Te5,1,5,3,2,0,8,3,2,2,0,0,0,2,5,4,2,8,L4 wilted
2,3,3.5,2.4,Cd,5,Tu1,Te5,2,0,0,0,0,12,1,3,4,0,0,0,0,3,5,1,11,L4 wilted
2,3,3.5,2.4,Cd,5,Tu1,Te5,3,5,1,1,0,NA,NA,NA,NA,0,0,0,0,5,2,3,4,L4 wilted
2,3,3.5,2.4,Cd,5,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,4,22,L4 wilted
2,3,3.5,2.4,Cd,5,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,9,L4 wilted
2,4,2.4,3.5,Cd,9,Tu1,Te5,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,3,L3 and L4 very wilted
2,4,2.4,3.5,Cd,9,Tu1,Te5,2,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,L3 and L4 very wilted
2,4,2.4,3.5,Cd,9,Tu1,Te5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,L3 and L4 very wilted
2,4,2.4,3.5,Cd,9,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,0,10,L3 and L4 very wilted
2,4,2.4,3.5,Cd,9,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,4,L3 and L4 very wilted
2,4,2.4,3.5,Cd,10,Tu1,Te5,1,0,0,0,1,0,0,0,0,0,4,0,14,0,0,0,0,NA
2,4,2.4,3.5,Cd,10,Tu1,Te5,2,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,1,NA
2,4,2.4,3.5,Cd,10,Tu1,Te5,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,NA
2,4,2.4,3.5,Cd,10,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,NA
2,4,2.4,3.5,Cd,10,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA
2,4,2.4,3.5,Cd,6,Tu1,Te5,1,0,1,0,2,0,0,0,0,1,2,1,7,1,5,0,3,NA
2,4,2.4,3.5,Cd,6,Tu1,Te5,2,0,0,0,0,0,0,0,0,1,4,2,8,0,0,0,0,NA
2,4,2.4,3.5,Cd,6,Tu1,Te5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA
2,4,2.4,3.5,Cd,6,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
2,4,2.4,3.5,Cd,6,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA
2,4,2.4,3.5,Cd,7,Tu1,Te5,1,0,2,0,3,2,0,0,0,0,4,0,5,0,0,1,3,NA
2,4,2.4,3.5,Cd,7,Tu1,Te5,2,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,2,NA
2,4,2.4,3.5,Cd,7,Tu1,Te5,3,0,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA
2,4,2.4,3.5,Cd,7,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,10,NA
2,4,2.4,3.5,Cd,7,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,1,NA
2,4,2.4,3.5,Cd,8,Tu1,Te5,1,0,3,0,3,0,22,0,14,0,9,0,7,1,7,0,9,Mites on the lid
2,4,2.4,3.5,Cd,8,Tu1,Te5,2,1,8,0,7,3,13,1,16,0,10,0,10,0,7,1,4,Mites on the lid
2,4,2.4,3.5,Cd,8,Tu1,Te5,3,0,1,0,9,NA,NA,NA,NA,NA,NA,NA,NA,3,21,0,24,Mites on the lid
2,4,2.4,3.5,Cd,8,Tu1,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,13,1,31,Mites on the lid
2,4,2.4,3.5,Cd,8,Tu1,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,7,Mites on the lid
2,4,3.5,2.4,Cd,6,Tu1,Te4,1,0,17,0,15,0,0,0,0,0,1,0,2,0,9,0,7,L4 wilted and dry … 
2,4,3.5,2.4,Cd,6,Tu1,Te4,2,0,0,0,0,0,10,0,18,0,1,0,0,0,10,0,8,L4 wilted and dry … 
2,4,3.5,2.4,Cd,6,Tu1,Te4,3,0,1,0,0,0,4,0,2,0,0,0,0,0,2,0,10,L4 wilted and dry … 
2,4,3.5,2.4,Cd,6,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,L4 wilted and dry … 
2,4,3.5,2.4,Cd,6,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,0,4,L4 wilted and dry … 
2,4,3.5,2.4,Cd,7,Tu1,Te4,1,0,28,0,17,0,0,0,0,0,9,0,26,0,36,0,53,L3 extremely dry and wilted. L4 wilted
2,4,3.5,2.4,Cd,7,Tu1,Te4,2,0,12,0,7,0,0,0,0,0,3,0,6,0,17,0,27,L3 extremely dry and wilted. L4 wilted
2,4,3.5,2.4,Cd,7,Tu1,Te4,3,0,3,0,13,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,4,L3 extremely dry and wilted. L4 wilted
2,4,3.5,2.4,Cd,7,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,16,L3 extremely dry and wilted. L4 wilted
2,4,3.5,2.4,Cd,7,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,8,L3 extremely dry and wilted. L4 wilted
2,4,3.5,2.4,Cd,8,Tu1,Te4,1,0,4,0,5,0,3,0,2,0,12,0,7,0,11,0,27,L3 wilted
2,4,3.5,2.4,Cd,8,Tu1,Te4,2,0,1,0,4,0,0,0,0,0,11,0,3,0,11,0,9,L3 wilted
2,4,3.5,2.4,Cd,8,Tu1,Te4,3,0,0,0,6,0,7,0,3,0,7,0,0,0,4,0,9,L3 wilted
2,4,3.5,2.4,Cd,8,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,16,L3 wilted
2,4,3.5,2.4,Cd,8,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,11,L3 wilted
2,4,3.5,2.4,Cd,9,Tu1,Te4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L3 wilted
2,4,3.5,2.4,Cd,9,Tu1,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,L3 wilted
2,4,3.5,2.4,Cd,9,Tu1,Te4,3,0,0,0,0,0,1,0,0,NA,NA,NA,NA,0,1,0,0,L3 wilted
2,4,3.5,2.4,Cd,9,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,L3 wilted
2,4,3.5,2.4,Cd,9,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,L3 wilted
2,4,3.5,2.4,Cd,10,Tu1,Te4,1,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,3,L3 wilted
2,4,3.5,2.4,Cd,10,Tu1,Te4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,L3 wilted
2,4,3.5,2.4,Cd,10,Tu1,Te4,3,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,1,L3 wilted
2,4,3.5,2.4,Cd,10,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,0,2,L3 wilted
2,4,3.5,2.4,Cd,10,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,L3 wilted
2,3,2.4,3.5,Cd,1,Tu1,Te4,1,0,1,0,0,0,0,0,2,0,2,0,4,0,0,0,0,NA
2,3,2.4,3.5,Cd,1,Tu1,Te4,2,0,3,0,0,0,0,0,2,0,5,0,6,0,9,0,0,NA
2,3,2.4,3.5,Cd,1,Tu1,Te4,3,0,7,0,12,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
2,3,2.4,3.5,Cd,1,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
2,3,2.4,3.5,Cd,1,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA
2,3,2.4,3.5,Cd,2,Tu1,Te4,1,0,8,0,0,0,8,0,3,0,0,0,0,0,18,0,9,L4 wilted and dry
2,3,2.4,3.5,Cd,2,Tu1,Te4,2,0,2,0,1,0,6,0,7,0,5,0,1,0,12,0,8,L4 wilted and dry
2,3,2.4,3.5,Cd,2,Tu1,Te4,3,0,3,0,2,NA,NA,NA,NA,0,0,0,0,0,6,0,2,L4 wilted and dry
2,3,2.4,3.5,Cd,2,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,7,L4 wilted and dry
2,3,2.4,3.5,Cd,2,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,0,11,L4 wilted and dry
2,3,2.4,3.5,Cd,3,Tu1,Te4,1,0,1,0,4,1,6,0,1,0,1,0,0,0,8,0,3,L4 wilted
2,3,2.4,3.5,Cd,3,Tu1,Te4,2,0,6,0,4,0,7,0,0,0,0,0,1,0,4,0,7,L4 wilted
2,3,2.4,3.5,Cd,3,Tu1,Te4,3,0,1,0,2,0,5,0,3,0,2,0,0,0,17,0,7,L4 wilted
2,3,2.4,3.5,Cd,3,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,0,21,L4 wilted
2,3,2.4,3.5,Cd,3,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,3,L4 wilted
2,3,2.4,3.5,Cd,4,Tu1,Te4,1,0,0,0,0,0,6,0,1,0,24,0,21,0,2,0,5,NA
2,3,2.4,3.5,Cd,4,Tu1,Te4,2,0,0,0,0,0,3,0,2,0,12,0,19,0,0,0,0,NA
2,3,2.4,3.5,Cd,4,Tu1,Te4,3,0,0,0,0,0,0,0,2,NA,NA,NA,NA,0,0,0,0,NA
2,3,2.4,3.5,Cd,4,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,NA
2,3,2.4,3.5,Cd,4,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
2,3,2.4,3.5,Cd,5,Tu1,Te4,1,0,0,0,0,0,2,0,0,0,1,0,0,0,5,0,11,NA
2,3,2.4,3.5,Cd,5,Tu1,Te4,2,0,0,0,1,0,0,0,1,0,1,0,1,0,8,0,3,NA
2,3,2.4,3.5,Cd,5,Tu1,Te4,3,0,0,0,0,0,1,0,0,0,6,0,4,0,0,0,1,NA
2,3,2.4,3.5,Cd,5,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA
2,3,2.4,3.5,Cd,5,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA
3,6,2.4,3.5,Cd,6,Tu1,Te4,1,0,1,0,2,0,15,0,14,0,82,0,38,0,31,0,85,Lid zero indiv
3,6,2.4,3.5,Cd,6,Tu1,Te4,2,0,2,0,3,0,24,0,27,0,62,0,47,0,7,0,16,Lid zero indiv
3,6,2.4,3.5,Cd,6,Tu1,Te4,3,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,7,Lid zero indiv
3,6,2.4,3.5,Cd,6,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0,15,Lid zero indiv
3,6,2.4,3.5,Cd,6,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,31,0,33,Lid zero indiv
3,6,2.4,3.5,Cd,7,Tu1,Te4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Lid zero indiv
3,6,2.4,3.5,Cd,7,Tu1,Te4,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,Lid zero indiv
3,6,2.4,3.5,Cd,7,Tu1,Te4,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,Lid zero indiv
3,6,2.4,3.5,Cd,7,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Lid zero indiv
3,6,2.4,3.5,Cd,7,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Lid zero indiv
3,6,2.4,3.5,Cd,8,Tu1,Te4,1,1,135,0,77,0,9,0,10,0,48,0,17,0,0,0,0,Lid 59 females Te. L2 with 4 leaflets. L5 dried
3,6,2.4,3.5,Cd,8,Tu1,Te4,2,0,1,0,18,0,0,0,1,0,14,0,10,0,0,0,0,Lid 59 females Te. L2 with 4 leaflets. L5 dried
3,6,2.4,3.5,Cd,8,Tu1,Te4,3,0,16,1,40,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,Lid 59 females Te. L2 with 4 leaflets. L5 dried
3,6,2.4,3.5,Cd,8,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,Lid 59 females Te. L2 with 4 leaflets. L5 dried
3,6,2.4,3.5,Cd,8,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,Lid 59 females Te. L2 with 4 leaflets. L5 dried
3,6,2.4,3.5,Cd,9,Tu1,Te4,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,5,"Lid zero indiv. L2, 4 leafltets"
3,6,2.4,3.5,Cd,9,Tu1,Te4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,"Lid zero indiv. L2, 4 leafltets"
3,6,2.4,3.5,Cd,9,Tu1,Te4,3,0,2,0,6,0,1,0,1,NA,NA,NA,NA,0,0,0,3,"Lid zero indiv. L2, 4 leafltets"
3,6,2.4,3.5,Cd,9,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,"Lid zero indiv. L2, 4 leafltets"
3,6,2.4,3.5,Cd,9,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,"Lid zero indiv. L2, 4 leafltets"
3,6,2.4,3.5,Cd,10,Tu1,Te4,1,0,5,0,3,0,5,0,1,0,0,0,0,0,18,0,18,Lid 11 Te females. L4 all dried
3,6,2.4,3.5,Cd,10,Tu1,Te4,2,0,1,0,0,0,6,0,2,0,0,0,0,0,31,0,12,Lid 11 Te females. L4 all dried
3,6,2.4,3.5,Cd,10,Tu1,Te4,3,0,2,0,3,0,2,0,0,0,0,0,0,0,4,0,2,Lid 11 Te females. L4 all dried
3,6,2.4,3.5,Cd,10,Tu1,Te4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,5,Lid 11 Te females. L4 all dried
3,6,2.4,3.5,Cd,10,Tu1,Te4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,0,55,Lid 11 Te females. L4 all dried
3,6,2.4,3.5,Cd,6,Tu2,Te5,1,0,0,0,0,0,0,0,1,1,77,2,56,4,52,1,28,Lid 7 females Te. L3 dried
3,6,2.4,3.5,Cd,6,Tu2,Te5,2,0,14,0,45,0,0,0,0,0,67,0,23,4,65,1,102,Lid 7 females Te. L3 dried
3,6,2.4,3.5,Cd,6,Tu2,Te5,3,0,0,0,2,0,0,0,0,NA,NA,NA,NA,3,93,0,68,Lid 7 females Te. L3 dried
3,6,2.4,3.5,Cd,6,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,48,0,47,Lid 7 females Te. L3 dried
3,6,2.4,3.5,Cd,6,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,0,38,Lid 7 females Te. L3 dried
3,6,2.4,3.5,Cd,7,Tu2,Te5,1,5,11,4,21,0,0,0,0,0,0,0,0,5,104,3,23,"Lid 53 females Te, 3 females Tu. L3, L4 and L5 dried"
3,6,2.4,3.5,Cd,7,Tu2,Te5,2,0,26,0,103,0,1,0,0,1,2,0,0,1,22,0,13,"Lid 53 females Te, 3 females Tu. L3, L4 and L5 dried"
3,6,2.4,3.5,Cd,7,Tu2,Te5,3,3,13,3,28,0,0,1,0,0,0,0,0,0,40,1,13,"Lid 53 females Te, 3 females Tu. L3, L4 and L5 dried"
3,6,2.4,3.5,Cd,7,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,49,2,6,"Lid 53 females Te, 3 females Tu. L3, L4 and L5 dried"
3,6,2.4,3.5,Cd,7,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,0,5,"Lid 53 females Te, 3 females Tu. L3, L4 and L5 dried"
3,6,2.4,3.5,Cd,8,Tu2,Te5,1,0,6,0,5,0,0,0,0,0,14,1,16,0,21,1,68,Lid 2 Te females. L3 dried
3,6,2.4,3.5,Cd,8,Tu2,Te5,2,0,4,0,2,0,0,0,0,0,16,0,14,0,22,0,81,Lid 2 Te females. L3 dried
3,6,2.4,3.5,Cd,8,Tu2,Te5,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,36,1,31,Lid 2 Te females. L3 dried
3,6,2.4,3.5,Cd,8,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,0,16,Lid 2 Te females. L3 dried
3,6,2.4,3.5,Cd,8,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,1,37,Lid 2 Te females. L3 dried
3,6,2.4,3.5,Cd,9,Tu2,Te5,1,0,0,0,1,0,0,0,0,0,11,0,2,0,20,1,17,Lid zero indiv. L3 dried
3,6,2.4,3.5,Cd,9,Tu2,Te5,2,0,7,0,10,0,0,0,0,0,2,0,14,0,22,0,12,Lid zero indiv. L3 dried
3,6,2.4,3.5,Cd,9,Tu2,Te5,3,0,4,0,2,0,0,0,0,0,1,0,1,0,21,0,13,Lid zero indiv. L3 dried
3,6,2.4,3.5,Cd,9,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,0,17,Lid zero indiv. L3 dried
3,6,2.4,3.5,Cd,9,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,0,16,Lid zero indiv. L3 dried
3,6,2.4,3.5,Cd,10,Tu2,Te5,1,0,3,0,0,0,1,0,1,0,3,0,0,0,0,0,2,Lid zero indiv
3,6,2.4,3.5,Cd,10,Tu2,Te5,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Lid zero indiv
3,6,2.4,3.5,Cd,10,Tu2,Te5,3,0,0,0,0,NA,NA,NA,NA,0,0,0,1,0,0,0,0,Lid zero indiv
3,6,2.4,3.5,Cd,10,Tu2,Te5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,Lid zero indiv
3,6,2.4,3.5,Cd,10,Tu2,Te5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,Lid zero indiv
3,6,3.5,2.4,Cd,6,Tu2,Te4,1,2,0,0,0,1,1,0,0,NA,NA,NA,NA,10,0,1,0,"Lid: zero indiv. L3 wiltered when adding 2nd pair. L4 wiltered, completely rotten"
3,6,3.5,2.4,Cd,6,Tu2,Te4,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,"Lid: zero indiv. L3 wiltered when adding 2nd pair. L4 wiltered, completely rotten"
3,6,3.5,2.4,Cd,6,Tu2,Te4,3,3,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,5,2,0,2,"Lid: zero indiv. L3 wiltered when adding 2nd pair. L4 wiltered, completely rotten"
