Block,Rep,Box,Leaf,Disk,Env,FocalSR,CompSR,Dens,Type,Focalfemale,FocalDead,FocalDrowned,FocalMissing,NumbDeadComp,TeFemales,TuFemales,Observations
3,5,1,3,7,Cd,1,NA,2,INTRA,Tu,0,0,0,0,NA,0,NA
3,5,1,4,8,Cd,1,NA,2,INTRA,Tu,0,2,0,0,NA,0,NA
3,5,1,3,9,N,1,NA,4,INTRA,Tu,0,1,1,0,NA,16,plus 1 male
3,5,1,4,10,N,1,NA,4,INTRA,Tu,0,1,0,0,NA,18,NA
3,5,1,3,11,Cd,1,NA,4,INTRA,Tu,0,1,0,0,NA,5,NA
3,5,1,4,12,Cd,1,NA,4,INTRA,Tu,1,2,0,0,NA,1,NA
3,5,1,3,13,N,1,NA,10,INTRA,Tu,1,5,0,0,NA,8,NA
3,5,1,4,14,N,1,NA,10,INTRA,Tu,1,3,0,0,NA,8,NA
3,5,1,3,15,Cd,1,NA,10,INTRA,Tu,4,5,0,0,NA,0,NA
3,5,1,4,16,Cd,1,NA,10,INTRA,Tu,4,2,0,0,NA,1,NA
3,5,2,3,1,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,5,NA
3,5,2,4,2,N,1,NA,1,INTRA,Tu,0,1,0,0,NA,6,NA
3,5,2,3,3,Cd,1,NA,1,INTRA,Tu,0,0,1,0,NA,2,NA
3,5,2,4,4,Cd,1,NA,1,INTRA,Tu,0,0,0,0,NA,2,NA
3,5,2,3,5,N,1,NA,2,INTRA,Tu,1,1,0,0,NA,14,NA
3,5,2,4,6,N,1,NA,2,INTRA,Tu,0,0,0,0,NA,24,NA
3,5,2,3,7,Cd,1,NA,2,INTRA,Tu,1,0,0,0,NA,1,NA
3,5,2,4,8,Cd,1,NA,2,INTRA,Tu,2,0,0,0,NA,8,NA
3,5,2,3,9,N,1,NA,4,INTRA,Tu,NA,NA,NA,NA,NA,NA,plus 1 female
3,5,2,4,10,N,1,NA,4,INTRA,Tu,0,3,0,0,NA,36,NA
3,5,2,3,11,Cd,1,NA,4,INTRA,Tu,1,3,0,0,NA,1,NA
3,5,2,4,12,Cd,1,NA,4,INTRA,Tu,0,2,0,0,NA,7,NA
3,5,2,3,13,N,1,NA,10,INTRA,Tu,0,0,0,0,NA,19,NA
3,5,2,4,14,N,1,NA,10,INTRA,Tu,5,0,0,0,NA,67,NA
3,5,2,3,15,Cd,1,NA,10,INTRA,Tu,3,2,0,0,NA,0,NA
3,5,2,4,16,Cd,1,NA,10,INTRA,Tu,3,2,0,0,NA,4,NA
3,5,1,3,1,N,5,NA,1,INTRA,Te,0,0,0,0,8,NA,NA
3,5,1,4,2,N,5,NA,1,INTRA,Te,0,0,0,0,9,NA,NA
3,5,1,3,3,Cd,5,NA,1,INTRA,Te,1,0,0,0,0,NA,NA
3,5,1,4,4,Cd,5,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
3,5,1,3,5,N,5,NA,2,INTRA,Te,0,0,0,0,17,NA,NA
3,5,1,4,6,N,5,NA,2,INTRA,Te,0,0,0,0,24,NA,NA
3,5,1,3,7,Cd,5,NA,2,INTRA,Te,0,0,0,0,11,NA,NA
3,5,1,4,8,Cd,5,NA,2,INTRA,Te,0,0,0,0,17,NA,NA
3,5,1,3,9,N,5,NA,4,INTRA,Te,NA,NA,NA,NA,NA,NA,5 females
3,5,1,4,10,N,5,NA,4,INTRA,Te,0,0,0,0,19,NA,NA
3,5,1,3,11,Cd,5,NA,4,INTRA,Te,0,0,0,0,9,NA,NA
3,5,1,4,12,Cd,5,NA,4,INTRA,Te,0,0,0,0,6,NA,NA
3,5,1,3,13,N,5,NA,10,INTRA,Te,0,0,0,0,9,NA,NA
3,5,1,4,14,N,5,NA,10,INTRA,Te,0,1,0,0,6,NA,NA
3,5,1,3,15,Cd,5,NA,10,INTRA,Te,0,2,0,0,0,NA,plus a
3,5,1,4,16,Cd,5,NA,10,INTRA,Te,0,0,0,0,2,NA,NA
3,5,2,3,1,N,5,NA,1,INTRA,Te,1,0,0,0,5,NA,NA
3,5,2,4,2,N,5,NA,1,INTRA,Te,0,0,0,0,4,NA,NA
3,5,2,3,3,Cd,5,NA,1,INTRA,Te,0,0,0,0,2,NA,NA
3,5,2,4,4,Cd,5,NA,1,INTRA,Te,0,1,0,0,2,NA,NA
3,5,2,3,5,N,5,NA,2,INTRA,Te,0,0,0,0,14,NA,NA
3,5,2,4,6,N,5,NA,2,INTRA,Te,0,0,0,0,27,NA,NA
3,5,2,3,7,Cd,5,NA,2,INTRA,Te,0,0,0,0,0,NA,NA
3,5,2,4,8,Cd,5,NA,2,INTRA,Te,0,0,0,0,8,NA,NA
3,5,2,3,9,N,5,NA,4,INTRA,Te,1,0,0,0,14,NA,NA
3,5,2,4,10,N,5,NA,4,INTRA,Te,0,1,0,0,20,NA,NA
3,5,2,3,11,Cd,5,NA,4,INTRA,Te,2,0,0,0,1,NA,NA
3,5,2,4,12,Cd,5,NA,4,INTRA,Te,0,1,0,0,7,NA,NA
3,5,2,3,13,N,5,NA,10,INTRA,Te,0,1,0,0,22,NA,NA
3,5,2,4,14,N,5,NA,10,INTRA,Te,NA,NA,NA,NA,NA,NA,eggs below! 11 Te females
3,5,2,3,15,Cd,5,NA,10,INTRA,Te,5,0,0,0,0,NA,NA
3,5,2,4,16,Cd,5,NA,10,INTRA,Te,4,0,0,0,3,NA,egss below
3,5,1,3,1,N,2,5,2,INTER,Tu,0,0,0,0,3,1,NA
3,5,1,4,2,N,2,5,2,INTER,Tu,1,0,0,0,2,0,NA
3,5,1,3,3,Cd,2,5,2,INTER,Tu,0,0,0,0,0,0,NA
3,5,1,4,4,Cd,2,5,2,INTER,Tu,0,0,1,0,0,1,NA
3,5,1,3,5,N,2,5,4,INTER,Tu,0,0,0,1,15,3,NA
3,5,1,4,6,N,2,5,4,INTER,Tu,0,0,0,0,11,1,NA
3,5,1,3,7,Cd,2,5,4,INTER,Tu,0,0,0,0,0,0,NA
3,5,1,4,8,Cd,2,5,4,INTER,Tu,0,1,0,0,15,0,NA
3,5,1,3,9,N,2,5,10,INTER,Tu,0,0,0,0,5,0,NA
3,5,1,4,10,N,2,5,10,INTER,Tu,0,0,0,0,12,4,NA
3,5,1,3,11,Cd,2,5,10,INTER,Tu,0,0,0,0,0,0,NA
3,5,1,4,12,Cd,2,5,10,INTER,Tu,0,1,0,0,2,0,NA
3,5,2,3,1,N,2,5,2,INTER,Tu,0,0,0,0,2,0,NA
3,5,2,4,2,N,2,5,2,INTER,Tu,0,0,0,0,15,12,NA
3,5,2,3,3,Cd,2,5,2,INTER,Tu,0,0,0,0,0,1,NA
3,5,2,4,4,Cd,2,5,2,INTER,Tu,1,0,0,0,5,0,NA
3,5,2,3,5,N,2,5,4,INTER,Tu,0,0,0,0,41,6,NA
3,5,2,4,6,N,2,5,4,INTER,Tu,0,0,0,0,40,5,NA
3,5,2,3,7,Cd,2,5,4,INTER,Tu,0,0,0,0,9,0,NA
3,5,2,4,8,Cd,2,5,4,INTER,Tu,0,0,0,0,13,2,NA
3,5,2,3,9,N,2,5,10,INTER,Tu,1,0,0,0,12,3,NA
3,5,2,4,10,N,2,5,10,INTER,Tu,0,0,0,1,30,3,NA
3,5,2,3,11,Cd,2,5,10,INTER,Tu,0,1,0,0,28,0,NA
3,5,2,4,12,Cd,2,5,10,INTER,Tu,0,1,0,3,21,1,NA
3,5,1,3,1,N,4,2,2,INTER,Te,0,0,0,1,7,2,NA
3,5,1,4,2,N,4,2,2,INTER,Te,0,0,0,0,5,0,NA
3,5,1,3,3,Cd,4,2,2,INTER,Te,0,0,0,1,1,0,NA
3,5,1,4,4,Cd,4,2,2,INTER,Te,0,0,0,1,0,0,NA
3,5,1,3,5,N,4,2,4,INTER,Te,0,0,0,2,9,12,NA
3,5,1,4,6,N,4,2,4,INTER,Te,0,0,0,0,3,4,NA
3,5,1,3,7,Cd,4,2,4,INTER,Te,0,0,0,0,2,0,NA
3,5,1,4,8,Cd,4,2,4,INTER,Te,0,0,0,0,2,3,NA
3,5,1,3,9,N,4,2,10,INTER,Te,0,0,0,4,2,15,NA
3,5,1,4,10,N,4,2,10,INTER,Te,0,0,0,3,2,6,NA
3,5,1,3,11,Cd,4,2,10,INTER,Te,0,0,0,6,0,0,NA
3,5,1,4,12,Cd,4,2,10,INTER,Te,0,0,0,4,0,5,NA
3,5,2,3,1,N,4,2,2,INTER,Te,0,0,0,0,4,0,NA
3,5,2,4,2,N,4,2,2,INTER,Te,0,0,0,1,2,0,NA
3,5,2,3,3,Cd,4,2,2,INTER,Te,0,0,0,0,1,1,NA
3,5,2,4,4,Cd,4,2,2,INTER,Te,0,0,0,0,2,0,NA
3,5,2,3,5,N,4,2,4,INTER,Te,0,0,0,1,7,1,NA
3,5,2,4,6,N,4,2,4,INTER,Te,0,0,0,2,10,8,NA
3,5,2,3,7,Cd,4,2,4,INTER,Te,0,0,0,0,2,1,NA
3,5,2,4,8,Cd,4,2,4,INTER,Te,0,0,0,1,7,7,NA
3,5,2,3,9,N,4,2,10,INTER,Te,0,0,0,5,0,2,NA
3,5,2,4,10,N,4,2,10,INTER,Te,0,1,0,0,1,6,NA
3,5,2,3,11,Cd,4,2,10,INTER,Te,0,0,0,1,0,0,NA
3,5,2,4,12,Cd,4,2,10,INTER,Te,0,0,0,4,0,0,NA
3,5,1,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,9,NA,NA
3,5,1,4,2,N,4,NA,1,INTRA,Te,1,0,0,0,14,NA,NA
3,5,1,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,1,NA,NA
3,5,1,4,4,Cd,4,NA,1,INTRA,Te,1,0,0,0,2,NA,NA
3,5,1,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,17,NA,NA
3,5,1,4,6,N,4,NA,2,INTRA,Te,1,0,0,0,21,NA,NA
3,5,1,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,1,NA,NA
3,5,1,4,8,Cd,4,NA,2,INTRA,Te,0,0,0,0,2,NA,NA
3,5,1,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,18,NA,NA
3,5,1,4,10,N,4,NA,4,INTRA,Te,NA,NA,NA,NA,NA,NA,In relation with the column focaldead: 3 females + 1 male
3,5,1,3,11,Cd,4,NA,4,INTRA,Te,NA,NA,NA,NA,NA,NA,In relation with the column focaldead: + 1 female
3,5,1,4,12,Cd,4,NA,4,INTRA,Te,2,0,0,0,2,NA,NA
3,5,1,3,13,N,4,NA,10,INTRA,Te,0,1,0,0,9,NA,NA
3,5,1,4,14,N,4,NA,10,INTRA,Te,1,0,0,0,12,NA,NA
3,5,1,3,15,Cd,4,NA,10,INTRA,Te,0,1,0,0,1,NA,NA
3,5,1,4,16,Cd,4,NA,10,INTRA,Te,1,0,0,0,2,NA,NA
3,5,2,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,5,NA,NA
3,5,2,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
3,5,2,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,5,NA,NA
3,5,2,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
3,5,2,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,5,NA,NA
3,5,2,4,6,N,4,NA,2,INTRA,Te,0,0,0,0,10,NA,NA
3,5,2,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,1,NA,NA
3,5,2,4,8,Cd,4,NA,2,INTRA,Te,0,0,0,0,2,NA,NA
3,5,2,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,11,NA,NA
3,5,2,4,10,N,4,NA,4,INTRA,Te,1,0,0,0,25,NA,NA
3,5,2,3,11,Cd,4,NA,4,INTRA,Te,2,0,0,0,0,NA,NA
3,5,2,4,12,Cd,4,NA,4,INTRA,Te,3,0,0,0,12,NA,NA
3,5,2,3,13,N,4,NA,10,INTRA,Te,0,0,0,0,4,NA,NA
3,5,2,4,14,N,4,NA,10,INTRA,Te,NA,NA,NA,NA,NA,NA,plus one female
3,5,2,3,15,Cd,4,NA,10,INTRA,Te,1,0,0,0,0,NA,NA
3,5,2,4,16,Cd,4,NA,10,INTRA,Te,2,0,0,0,3,NA,NA
3,5,1,3,1,N,1,5,2,INTER,Tu,0,0,0,0,2,0,NA
3,5,1,4,2,N,1,5,2,INTER,Tu,0,0,0,0,8,6,eggs below!
3,5,1,3,3,Cd,1,5,2,INTER,Tu,0,0,0,0,0,0,NA
3,5,1,4,4,Cd,1,5,2,INTER,Tu,0,0,0,0,0,0,NA
3,5,1,3,5,N,1,5,4,INTER,Tu,0,0,0,0,18,3,NA
3,5,1,4,6,N,1,5,4,INTER,Tu,0,0,0,0,17,1,NA
3,5,1,3,7,Cd,1,5,4,INTER,Tu,0,0,0,0,0,0,NA
3,5,1,4,8,Cd,1,5,4,INTER,Tu,0,0,0,0,15,2,NA
3,5,1,3,9,N,1,5,10,INTER,Tu,0,0,0,1,6,1,NA
3,5,1,4,10,N,1,5,10,INTER,Tu,0,1,0,0,10,5,NA
3,5,1,3,11,Cd,1,5,10,INTER,Tu,0,0,0,3,0,0,NA
3,5,1,4,12,Cd,1,5,10,INTER,Tu,0,1,0,0,0,0,NA
3,5,2,3,1,N,1,5,2,INTER,Tu,1,0,0,1,3,0,NA
3,5,2,4,2,N,1,5,2,INTER,Tu,0,1,0,0,4,3,NA
3,5,2,3,3,Cd,1,5,2,INTER,Tu,0,0,0,0,1,0,NA
3,5,2,4,4,Cd,1,5,2,INTER,Tu,0,0,0,0,1,0,NA
3,5,2,3,5,N,1,5,4,INTER,Tu,0,0,0,0,5,8,NA
3,5,2,4,6,N,1,5,4,INTER,Tu,0,0,0,0,13,10,NA
3,5,2,3,7,Cd,1,5,4,INTER,Tu,0,0,0,0,7,3,NA
3,5,2,4,8,Cd,1,5,4,INTER,Tu,0,0,0,0,3,1,NA
3,5,2,3,9,N,1,5,10,INTER,Tu,0,1,0,0,4,0,NA
3,5,2,4,10,N,1,5,10,INTER,Tu,0,0,0,0,6,2,NA
3,5,2,3,11,Cd,1,5,10,INTER,Tu,0,1,0,0,0,0,NA
3,5,2,4,12,Cd,1,5,10,INTER,Tu,0,0,0,0,4,2,NA
3,5,1,3,1,N,5,1,2,INTER,Te,0,0,0,0,0,1,NA
3,5,1,4,2,N,5,1,2,INTER,Te,0,0,0,0,8,3,NA
3,5,1,3,3,Cd,5,1,2,INTER,Te,0,0,0,0,0,0,NA
3,5,1,4,4,Cd,5,1,2,INTER,Te,1,0,0,0,0,0,NA
3,5,1,3,5,N,5,1,4,INTER,Te,0,0,0,0,3,4,plus 1 male
3,5,1,4,6,N,5,1,4,INTER,Te,0,0,0,0,1,6,NA
3,5,1,3,7,Cd,5,1,4,INTER,Te,1,0,0,2,0,0,NA
3,5,1,4,8,Cd,5,1,4,INTER,Te,0,0,0,2,5,4,NA
3,5,1,3,9,N,5,1,10,INTER,Te,0,0,0,3,0,12,NA
3,5,1,4,10,N,5,1,10,INTER,Te,0,1,0,1,0,11,NA
3,5,1,3,11,Cd,5,1,10,INTER,Te,0,0,0,2,0,1,NA
3,5,1,4,12,Cd,5,1,10,INTER,Te,0,0,0,5,0,0,NA
3,5,2,3,1,N,5,1,2,INTER,Te,0,0,0,0,5,2,NA
3,5,2,4,2,N,5,1,2,INTER,Te,0,0,0,0,8,1,NA
3,5,2,3,3,Cd,5,1,2,INTER,Te,0,0,1,0,1,0,NA
3,5,2,4,4,Cd,5,1,2,INTER,Te,1,0,0,1,0,0,NA
3,5,2,3,5,N,5,1,4,INTER,Te,0,0,0,1,1,5,NA
3,5,2,4,6,N,5,1,4,INTER,Te,0,0,0,1,0,3,NA
3,5,2,3,7,Cd,5,1,4,INTER,Te,0,0,0,0,0,1,NA
3,5,2,4,8,Cd,5,1,4,INTER,Te,0,0,0,0,2,0,NA
3,5,2,3,9,N,5,1,10,INTER,Te,0,0,0,3,0,7,NA
3,5,2,4,10,N,5,1,10,INTER,Te,0,0,0,0,0,9,NA
3,5,2,3,11,Cd,5,1,10,INTER,Te,0,0,0,1,0,0,NA
3,5,2,4,12,Cd,5,1,10,INTER,Te,0,0,0,4,0,1,NA
3,5,1,3,1,N,5,2,2,INTER,Te,0,1,0,1,1,4,NA
3,5,1,4,2,N,5,2,2,INTER,Te,0,0,0,0,10,0,NA
3,5,1,3,3,Cd,5,2,2,INTER,Te,0,0,0,0,3,0,NA
3,5,1,4,4,Cd,5,2,2,INTER,Te,0,0,0,1,2,0,NA
3,5,1,3,5,N,5,2,4,INTER,Te,0,0,0,0,6,4,NA
3,5,1,4,6,N,5,2,4,INTER,Te,0,0,0,2,7,1,NA
3,5,1,3,7,Cd,5,2,4,INTER,Te,0,0,0,2,3,1,NA
3,5,1,4,8,Cd,5,2,4,INTER,Te,0,0,0,3,1,0,NA
3,5,1,3,9,N,5,2,10,INTER,Te,0,0,0,3,1,6,NA
3,5,1,4,10,N,5,2,10,INTER,Te,0,0,0,3,2,10,NA
3,5,1,3,11,Cd,5,2,10,INTER,Te,1,0,0,4,3,4,NA
3,5,1,4,12,Cd,5,2,10,INTER,Te,0,0,0,4,0,4,NA
3,5,2,3,1,N,5,2,2,INTER,Te,0,0,0,0,7,1,NA
3,5,2,4,2,N,5,2,2,INTER,Te,0,0,0,0,3,0,NA
3,5,2,3,3,Cd,5,2,2,INTER,Te,0,0,0,1,1,0,NA
3,5,2,4,4,Cd,5,2,2,INTER,Te,0,0,0,0,3,2,NA
3,5,2,3,5,N,5,2,4,INTER,Te,0,0,0,0,2,5,NA
3,5,2,4,6,N,5,2,4,INTER,Te,0,0,0,1,2,5,NA
3,5,2,3,7,Cd,5,2,4,INTER,Te,0,0,0,0,3,0,NA
3,5,2,4,8,Cd,5,2,4,INTER,Te,0,0,0,1,0,3,NA
3,5,2,3,9,N,5,2,10,INTER,Te,0,0,0,6,2,4,NA
3,5,2,4,10,N,5,2,10,INTER,Te,0,0,0,6,4,15,NA
3,5,2,3,11,Cd,5,2,10,INTER,Te,0,0,0,6,1,2,NA
3,5,2,4,12,Cd,5,2,10,INTER,Te,0,0,0,3,6,1,NA
3,4,1,3,1,N,5,2,2,INTER,Te,0,0,0,1,4,2,NA
3,4,1,4,2,N,5,2,2,INTER,Te,0,1,0,1,2,3,NA
3,4,1,3,3,Cd,5,2,2,INTER,Te,0,0,0,1,1,0,NA
3,4,1,4,4,Cd,5,2,2,INTER,Te,0,0,0,1,1,1,NA
3,4,1,3,5,N,5,2,4,INTER,Te,0,0,0,0,3,3,NA
3,4,1,4,6,N,5,2,4,INTER,Te,0,0,0,0,3,6,NA
3,4,1,3,7,Cd,5,2,4,INTER,Te,0,0,0,1,1,0,NA
3,4,1,4,8,Cd,5,2,4,INTER,Te,0,0,0,6,1,7,NA
3,4,1,3,9,N,5,2,10,INTER,Te,0,0,0,8,0,4,1 Detritivorous
3,4,1,4,10,N,5,2,10,INTER,Te,0,0,0,5,1,3,NA
3,4,1,3,11,Cd,5,2,10,INTER,Te,0,0,0,8,2,1,NA
3,4,1,4,12,Cd,5,2,10,INTER,Te,1,0,0,5,3,3,NA
3,4,2,3,1,N,5,2,2,INTER,Te,0,0,0,1,2,0,NA
3,4,2,4,2,N,5,2,2,INTER,Te,0,0,0,0,0,3,NA
3,4,2,3,3,Cd,5,2,2,INTER,Te,0,0,0,0,1,0,NA
3,4,2,4,4,Cd,5,2,2,INTER,Te,0,0,0,1,6,1,NA
3,4,2,3,5,N,5,2,4,INTER,Te,0,0,0,1,4,5,NA
3,4,2,4,6,N,5,2,4,INTER,Te,0,0,0,2,10,6,NA
3,4,2,3,7,Cd,5,2,4,INTER,Te,0,0,0,0,4,2,NA
3,4,2,4,8,Cd,5,2,4,INTER,Te,0,1,0,2,0,0,NA
3,4,2,3,9,N,5,2,10,INTER,Te,0,0,0,5,0,4,NA
3,4,2,4,10,N,5,2,10,INTER,Te,0,0,0,0,4,7,NA
3,4,2,3,11,Cd,5,2,10,INTER,Te,0,0,0,5,2,3,NA
3,4,2,4,12,Cd,5,2,10,INTER,Te,0,0,0,4,3,0,NA
3,4,1,3,1,N,1,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
3,4,1,4,2,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,2,NA
3,4,1,3,3,Cd,1,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
3,4,1,4,4,Cd,1,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
3,4,1,3,5,N,1,NA,2,INTRA,Tu,0,0,0,0,NA,5,NA
3,4,1,4,6,N,1,NA,2,INTRA,Tu,0,1,0,0,NA,8,NA
3,4,1,3,7,Cd,1,NA,2,INTRA,Tu,1,0,0,0,NA,1,NA
3,4,1,4,8,Cd,1,NA,2,INTRA,Tu,1,1,0,0,NA,0,NA
3,4,1,3,9,N,1,NA,4,INTRA,Tu,2,0,0,0,NA,7,NA
3,4,1,4,10,N,1,NA,4,INTRA,Tu,1,0,0,0,NA,12,NA
3,4,1,3,11,Cd,1,NA,4,INTRA,Tu,2,1,1,0,NA,0,NA
3,4,1,4,12,Cd,1,NA,4,INTRA,Tu,0,0,0,0,NA,4,NA
3,4,1,3,13,N,1,NA,10,INTRA,Tu,1,2,0,0,NA,5,NA
3,4,1,4,14,N,1,NA,10,INTRA,Tu,2,3,0,0,NA,9,NA
3,4,1,3,15,Cd,1,NA,10,INTRA,Tu,5,0,0,0,NA,1,NA
3,4,1,4,16,Cd,1,NA,10,INTRA,Tu,3,0,1,0,NA,0,plus one male
3,4,2,3,1,N,1,NA,1,INTRA,Tu,0,0,0,0,NA,2,more than
3,4,2,4,2,N,1,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
3,4,2,3,3,Cd,1,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
3,4,2,4,4,Cd,1,NA,1,INTRA,Tu,1,0,0,0,NA,0,NA
3,4,2,3,5,N,1,NA,2,INTRA,Tu,2,0,0,0,NA,3,NA
3,4,2,4,6,N,1,NA,2,INTRA,Tu,0,0,0,0,NA,8,NA
3,4,2,3,7,Cd,1,NA,2,INTRA,Tu,1,0,0,0,NA,1,NA
3,4,2,4,8,Cd,1,NA,2,INTRA,Tu,0,2,0,0,NA,1,NA
3,4,2,3,9,N,1,NA,4,INTRA,Tu,1,2,0,0,NA,1,NA
3,4,2,4,10,N,1,NA,4,INTRA,Tu,1,0,0,0,NA,10,NA
3,4,2,3,11,Cd,1,NA,4,INTRA,Tu,1,0,0,0,NA,2,NA
3,4,2,4,12,Cd,1,NA,4,INTRA,Tu,0,0,0,0,NA,4,NA
3,4,2,3,13,N,1,NA,10,INTRA,Tu,1,3,0,0,NA,6,NA
3,4,2,4,14,N,1,NA,10,INTRA,Tu,0,8,0,0,NA,5,NA
3,4,2,3,15,Cd,1,NA,10,INTRA,Tu,5,3,0,0,NA,0,NA
3,4,2,4,16,Cd,1,NA,10,INTRA,Tu,5,3,0,0,NA,1,NA
3,4,2,3,1,N,4,NA,1,INTRA,Te,1,0,0,0,6,NA,NA
3,4,2,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
3,4,2,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,2,NA,NA
3,4,2,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
3,4,2,3,5,N,4,NA,2,INTRA,Te,1,0,0,0,13,NA,NA
3,4,2,4,6,N,4,NA,2,INTRA,Te,1,0,0,0,12,NA,more than eggs
3,4,2,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,3,NA,NA
3,4,2,4,8,Cd,4,NA,2,INTRA,Te,0,0,0,0,1,NA,NA
3,4,2,3,9,N,4,NA,4,INTRA,Te,1,0,0,0,32,NA,NA
3,4,2,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,39,NA,NA
3,4,2,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,3,NA,NA
3,4,2,4,12,Cd,4,NA,4,INTRA,Te,0,0,0,0,10,NA,NA
3,4,2,3,13,N,4,NA,10,INTRA,Te,0,1,0,0,44,NA,NA
3,4,2,4,14,N,4,NA,10,INTRA,Te,3,2,0,0,49,NA,NA
3,4,2,3,15,Cd,4,NA,10,INTRA,Te,1,1,0,0,6,NA,NA
3,4,2,4,16,Cd,4,NA,10,INTRA,Te,2,0,0,0,3,NA,NA
3,4,1,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
3,4,1,4,2,N,4,NA,1,INTRA,Te,0,1,0,0,3,NA,more than eggs. No dead mites
3,4,1,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,4,NA,more than eggs. No dead mites
3,4,1,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,0,NA,NA
3,4,1,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,8,NA,NA
3,4,1,4,6,N,4,NA,2,INTRA,Te,0,1,0,0,2,NA,no dead mites
3,4,1,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,3,NA,NA
3,4,1,4,8,Cd,4,NA,2,INTRA,Te,0,0,0,0,2,NA,NA
3,4,1,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,6,NA,NA
3,4,1,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,15,NA,NA
3,4,1,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,5,NA,NA
3,4,1,4,12,Cd,4,NA,4,INTRA,Te,0,0,0,0,0,NA,NA
3,4,1,3,13,N,4,NA,10,INTRA,Te,0,1,0,0,10,NA,NA
3,4,1,4,14,N,4,NA,10,INTRA,Te,0,0,1,0,12,NA,NA
3,4,1,3,15,Cd,4,NA,10,INTRA,Te,0,1,1,0,2,NA,NA
3,4,1,4,16,Cd,4,NA,10,INTRA,Te,0,0,1,0,0,NA,NA
3,4,1,3,1,N,4,1,2,INTER,Te,1,0,0,0,4,0,NA
3,4,1,4,2,N,4,1,2,INTER,Te,0,0,0,0,5,0,NA
3,4,1,3,3,Cd,4,1,2,INTER,Te,1,0,0,1,0,0,NA
3,4,1,4,4,Cd,4,1,2,INTER,Te,0,0,0,1,0,0,NA
3,4,1,3,5,N,4,1,4,INTER,Te,0,0,0,1,9,2,NA
3,4,1,4,6,N,4,1,4,INTER,Te,0,0,0,0,11,10,NA
3,4,1,3,7,Cd,4,1,4,INTER,Te,1,0,0,2,1,0,NA
3,4,1,4,8,Cd,4,1,4,INTER,Te,0,0,0,2,4,1,NA
3,4,1,3,9,N,4,1,10,INTER,Te,0,0,0,3,0,0,NA
3,4,1,4,10,N,4,1,10,INTER,Te,0,0,0,2,0,4,NA
3,4,1,3,11,Cd,4,1,10,INTER,Te,0,0,0,3,4,1,NA
3,4,1,4,12,Cd,4,1,10,INTER,Te,0,0,0,4,1,1,NA
3,4,2,3,1,N,4,1,2,INTER,Te,0,0,0,1,0,0,NA
3,4,2,4,2,N,4,1,2,INTER,Te,0,0,0,0,5,4,NA
3,4,2,3,3,Cd,4,1,2,INTER,Te,1,0,0,0,0,0,NA
3,4,2,4,4,Cd,4,1,2,INTER,Te,1,0,0,1,0,0,NA
3,4,2,3,5,N,4,1,4,INTER,Te,0,0,0,0,9,3,NA
3,4,2,4,6,N,4,1,4,INTER,Te,0,0,0,1,4,6,NA
3,4,2,3,7,Cd,4,1,4,INTER,Te,1,0,0,2,0,0,NA
3,4,2,4,8,Cd,4,1,4,INTER,Te,0,0,0,1,0,0,NA
3,4,2,3,9,N,4,1,10,INTER,Te,0,0,0,3,0,1,NA
3,4,2,4,10,N,4,1,10,INTER,Te,0,0,0,0,5,7,NA
3,4,2,3,11,Cd,4,1,10,INTER,Te,0,0,0,5,5,0,NA
3,4,2,4,12,Cd,4,1,10,INTER,Te,0,0,0,7,2,0,NA
